"Plan Module","Material","Customer No","Description","Customer Dept","Gender","SO","LI","Order No","Order Qty","Emp","Plan SMV","Date","Plan Efficiency","Qty","Cum Qty","Standard Hours","Cum.Standard Hours","Work Hours","Cum.Work Hours","Section"
"0034-A","7000083670","100262","(CPP/F/PIN/SPG)WXR S&E V NEK TNK TOS ORC","F5/LE CORE - WOMENS SWIM","WOMEN","D000071119",10,8000373507,319,34,25.32,"2018-01-11",27.5,149,209.2,62.9,88.3,228.7,534.7,1
"0034-A","7000083670","100262","(CPP/F/PIN/SPG)WXR S&E V NEK TNK TOS ORC","F5/LE CORE - WOMENS SWIM","WOMEN","D000071119",10,8000373507,319,34,25.32,"2018-01-12",27.5,94.7,303.9,40,128.2,145.3,680,1
"0034-A","7000083670","100262","(CPP/F/PIN/SPG)WXR S&E V NEK TNK TOS ORC","F5/LE CORE - WOMENS SWIM","WOMEN","D000071119",10,8000373507,319,34,25.32,"2018-01-12",49.5,15.1,319,6.4,134.6,12.9,692.9,1
"0034-A","7000083481","100262","(CPP/F/PIN/SPG)WR S&E V NECK TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000071097",10,8000395678,589,34,24.87,"2018-01-12",27.5,97.7,97.7,40.5,40.5,147.3,147.3,1
"0040-A","7000082977","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071187",10,8000361747,306,17,10.61,"2018-01-02",40,214.6,269.2,37.9,47.6,94.9,119,1
"0040-A","7000082977","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071187",10,8000361747,306,17,10.61,"2018-01-02",45,36.8,306,6.5,54.1,14.5,133.5,1
"0040-A","7000082975","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071179",10,8000361748,477,17,10.61,"2018-01-02",65,34.5,34.5,6.1,6.1,9.4,9.4,1
"0040-A","7000082975","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071179",10,8000361748,477,17,10.61,"2018-01-03",65,442.5,477,78.2,84.3,120.4,129.8,1
"0040-A","7000086704","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071176",10,8000361749,797,17,10.61,"2018-01-03",40,150.1,150.1,26.5,26.5,66.3,66.3,1
"0040-A","7000086704","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071176",10,8000361749,797,17,10.61,"2018-01-04",40,272.9,423,48.3,74.8,120.7,187,1
"0040-A","7000086704","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071176",10,8000361749,797,17,10.61,"2018-01-04",45,168.8,591.8,29.9,104.7,66.3,253.3,1
"0040-A","7000086704","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071176",10,8000361749,797,17,10.61,"2018-01-05",45,205.2,797,36.3,140.9,80.6,334,1
"0040-A","7000082834","100262","WM-WXR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071185",10,8000361743,315,17,12.9,"2018-01-05",40,134.1,134.1,28.8,28.8,72.1,72.1,1
"0040-A","7000082834","100262","WM-WXR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071185",10,8000361743,315,17,12.9,"2018-01-06",40,150.5,284.7,32.4,61.2,80.9,153,1
"0040-A","7000082834","100262","WM-WXR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071185",10,8000361743,315,17,12.9,"2018-01-06",45,30.3,315,6.5,67.7,14.5,167.5,1
"0040-A","7000082976","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071183",10,8000373508,390,17,10.61,"2018-01-06",40,129.6,129.6,22.9,22.9,57.3,57.3,1
"0040-A","7000082976","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071183",10,8000373508,390,17,10.61,"2018-01-08",40,216.4,346.1,38.3,61.2,95.7,153,1
"0040-A","7000082976","100262","WM-WL TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071183",10,8000373508,390,17,10.61,"2018-01-08",45,43.9,390,7.8,69,17.3,170.3,1
"0040-A","7000086708","100262","WM-WP TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071184",10,8000373509,322,17,10.61,"2018-01-08",45,179.2,179.2,31.7,31.7,70.4,70.4,1
"0040-A","7000086708","100262","WM-WP TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071184",10,8000373509,322,17,10.61,"2018-01-09",45,142.8,322,25.2,56.9,56.1,126.5,1
"0040-A","7000086699","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071182",10,8000373510,693,17,10.61,"2018-01-09",50,369.3,369.3,65.3,65.3,130.6,130.6,1
"0040-A","7000086699","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071182",10,8000373510,693,17,10.61,"2018-01-10",50,159.4,528.7,28.2,93.5,56.4,187,1
"0040-A","7000086699","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071182",10,8000373510,693,17,10.61,"2018-01-10",55,164.3,693,29,122.5,52.8,239.8,1
"0040-A","7000086700","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071186",10,8000373511,474,17,10.61,"2018-01-10",50,123.1,123.1,21.8,21.8,43.5,43.5,1
"0040-A","7000086700","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071186",10,8000373511,474,17,10.61,"2018-01-11",50,309.5,432.6,54.7,76.5,109.5,153,1
"0040-A","7000086700","100262","WM-WR TUG SFTCP 1PC BKSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071186",10,8000373511,474,17,10.61,"2018-01-11",55,41.4,474,7.3,83.8,13.3,166.3,1
"0040-A","7000088492","100262","(CPP/PIN/SPG)WR S&E SCOOP TNKI","F5/LE CORE - WOMENS SWIM","WOMEN","D000071101",10,8000373512,337,28,19.05,"2018-01-12",8.3,65.9,65.9,20.9,20.9,252,252,1
"0041-A","7000088022","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070995",30,8000343815,527,20,13.56,"2018-01-02",60,371.7,432.5,84,97.7,140,162.9,1
"0041-A","7000088022","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070995",30,8000343815,527,20,13.56,"2018-01-03",60,94.5,527,21.4,119.1,35.6,198.5,1
"0041-A","7000088019","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070997",20,8000343816,488,20,13.56,"2018-01-03",60,488,488,110.3,110.3,183.8,183.8,1
"0041-A","7000088023","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070997",30,8000361759,375,20,13.56,"2018-01-04",60,375,375,84.8,84.8,141.2,141.2,1
"0041-A","7000087085","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070997",10,8000361760,304,20,13.56,"2018-01-04",60,208.2,208.2,47,47,78.4,78.4,1
"0041-A","7000087085","100262","WM-WR AS VNK 1PC CB","F5/LE CORE - WOMENS SWIM","WOMEN","D000070997",10,8000361760,304,20,13.56,"2018-01-05",60,95.8,304,21.7,68.7,36.1,114.5,1
"0041-A","7000088742","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071231",10,8000361761,100,20,10.74,"2018-01-08",40,100,100,17.9,17.9,44.8,44.8,1
"0041-A","7000088739","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071225",10,8000373513,375,20,10.74,"2018-01-08",40,375,375,67.1,67.1,167.8,167.8,1
"0041-A","7000088740","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071227",10,8000373514,338,20,10.74,"2018-01-08",40,15.1,15.1,2.7,2.7,6.8,6.8,1
"0041-A","7000088740","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071227",10,8000373514,338,20,10.74,"2018-01-09",40,322.9,338,57.8,60.5,144.5,151.2,1
"0041-A","7000088741","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071229",10,8000373515,318,20,10.74,"2018-01-09",40,168,168,30.1,30.1,75.2,75.2,1
"0041-A","7000088741","100262","WM-WXR TUG SFTCP 1PC KNOT","F5/LE CORE - WOMENS SWIM","WOMEN","D000071229",10,8000373515,318,20,10.74,"2018-01-10",40,150,318,26.8,56.9,67.1,142.3,1
"0041-A","7000088366","100262","WM-WXR TUG SFTCP 1PC SCRL","F5/LE CORE - WOMENS SWIM","WOMEN","D000071216",10,8000373516,587,20,10.74,"2018-01-10",60,377.3,377.3,67.5,67.5,112.6,112.6,1
"0041-A","7000088366","100262","WM-WXR TUG SFTCP 1PC SCRL","F5/LE CORE - WOMENS SWIM","WOMEN","D000071216",10,8000373516,587,20,10.74,"2018-01-11",60,209.7,587,37.5,105.1,62.6,175.1,1
"0041-A","7000088373","100262","WM-WXRL TUG SFTCP 1PC SCRL","F5/LE CORE - WOMENS SWIM","WOMEN","D000071217",10,8000373517,309,20,10.74,"2018-01-11",60,309,309,55.3,55.3,92.2,92.2,1
"0041-A","7000086605","100262","WM-WXR TUG SFTCP 1PC LFSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071210",10,8000373518,160,20,10.74,"2018-01-11",60,160,160,28.6,28.6,47.7,47.7,1
"0041-A","7000086604","100262","WM-WXR TUG SFTCP 1PC LFSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071204",10,8000373520,481,20,10.74,"2018-01-11",60,55.4,55.4,9.9,9.9,16.5,16.5,1
"0041-A","7000086604","100262","WM-WXR TUG SFTCP 1PC LFSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071204",10,8000373520,481,20,10.74,"2018-01-12",60,425.6,481,76.2,86.1,127,143.5,1
"0041-A","7000086603","100262","WM-WXR TUG SFTCP 1PC LFSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000071196",10,8000373519,397,20,10.74,"2018-01-12",60,176.6,176.6,31.6,31.6,52.7,52.7,1
"0042-A","7000082987","100018","(BC/ ITR/IHS)17727_LACEUP BIKINI-SD/LM","U4/","WOMEN","D000071924",10,8000340739,3054,14,6.986,"2018-01-02",60,505,2501.5,58.8,291.3,98,485.4,1
"0042-A","7000082987","100018","(BC/ ITR/IHS)17727_LACEUP BIKINI-SD/LM","U4/","WOMEN","D000071924",10,8000340739,3054,14,6.986,"2018-01-03",60,552.5,3054,64.3,355.6,107.2,592.6,1
"0042-A","7000082350","100257","(IHS) LS floral RG bottom Eggplant- B","X2/MEN'S","WOMEN","D000068618",190,8000345688,500,14,8.62,"2018-01-03",20,64.8,64.8,9.3,9.3,46.6,46.6,1
"0042-A","7000082350","100257","(IHS) LS floral RG bottom Eggplant- B","X2/MEN'S","WOMEN","D000068618",190,8000345688,500,14,8.62,"2018-01-04",20,149.6,214.4,21.5,30.8,107.4,154,1
"0042-A","7000082350","100257","(IHS) LS floral RG bottom Eggplant- B","X2/MEN'S","WOMEN","D000068618",190,8000345688,500,14,8.62,"2018-01-04",25,81,295.4,11.6,42.4,46.6,200.6,1
"0042-A","7000082350","100257","(IHS) LS floral RG bottom Eggplant- B","X2/MEN'S","WOMEN","D000068618",190,8000345688,500,14,8.62,"2018-01-05",25,187,482.4,26.9,69.3,107.4,308,1
"0042-A","7000082350","100257","(IHS) LS floral RG bottom Eggplant- B","X2/MEN'S","WOMEN","D000068618",190,8000345688,500,14,8.62,"2018-01-05",35,17.6,500,2.5,71.8,7.2,315.2,1
"0042-A","7000136138","100015","175105 STRAPPY SIDE BIKINI 2ZUO SD VSS","90/","WOMEN","1000117123",10,8000388524,2109,14,10.77,"2018-01-10",7.5,52.6,52.6,9.4,9.4,126,126,1
"0042-A","7000136138","100015","175105 STRAPPY SIDE BIKINI 2ZUO SD VSS","90/","WOMEN","1000117123",10,8000388524,2109,14,10.77,"2018-01-11",12.5,107.2,159.9,19.2,28.7,154,280,1
"0042-A","7000136138","100015","175105 STRAPPY SIDE BIKINI 2ZUO SD VSS","90/","WOMEN","1000117123",10,8000388524,2109,14,10.77,"2018-01-12",25,175.5,335.4,31.5,60.2,126,406,1
"0043-A","7000089385","100262","(F/IHS/P)SS LS GRAPHIC RG-TG","F6/LE CORE - KIDS SWIM","GIRLS","D000069580",10,8000358055,186,17,9.17,"2018-01-02",50,118.9,186,18.2,28.4,36.3,56.9,1
"0043-A","7000085355","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069579",20,8000358057,472,17,9.17,"2018-01-02",50,269.5,269.5,41.2,41.2,82.4,82.4,1
"0043-A","7000085355","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069579",20,8000358057,472,17,9.17,"2018-01-03",50,202.5,472,30.9,72.1,61.9,144.3,1
"0043-A","7000085351","100262","(F/IHS/P)SS LS GRAPHIC RG-LG","F6/LE CORE - KIDS SWIM","GIRLS","D000069583",20,8000358059,307,17,9.17,"2018-01-03",60,307,307,46.9,46.9,78.2,78.2,1
"0043-A","7000085263","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069584",10,8000358060,791,17,9.17,"2018-01-03",60,48.5,48.5,7.4,7.4,12.3,12.3,1
"0043-A","7000085263","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069584",10,8000358060,791,17,9.17,"2018-01-04",60,734.1,782.6,112.2,119.6,187,199.3,1
"0043-A","7000085263","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069584",10,8000358060,791,17,9.17,"2018-01-05",60,8.4,791,1.3,120.9,2.1,201.5,1
"0043-A","7000085356","100262","(F/IHS/P)SS LS GRAPHIC RG-G","F6/LE CORE - KIDS SWIM","GIRLS","D000069584",20,8000358062,482,17,9.17,"2018-01-05",60,482,482,73.7,73.7,122.8,122.8,1
"0043-A","7000085346","100262","(F/IHS/P)SS LS GRAPHIC RG-LG","F6/LE CORE - KIDS SWIM","GIRLS","D000069583",10,8000358061,173,17,9.17,"2018-01-05",60,108,108,16.5,16.5,27.5,27.5,1
"0043-A","7000085346","100262","(F/IHS/P)SS LS GRAPHIC RG-LG","F6/LE CORE - KIDS SWIM","GIRLS","D000069583",10,8000358061,173,17,9.17,"2018-01-08",60,65,173,9.9,26.4,16.5,44.1,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-08",40,661.8,661.8,44.9,44.9,112.1,112.1,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-09",40,81.8,743.5,5.5,50.4,13.9,126,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-09",50,827.2,1570.8,56.1,106.5,112.1,238.1,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-10",50,102.2,1673,6.9,113.4,13.9,252,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-10",60,992.7,2665.6,67.3,180.7,112.1,364.1,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-11",60,1115.3,3781,75.6,256.3,126,490.1,1
"0043-A","7000129775","100018","17165 RUCHED MINI BIKINI 9ZF SD 2ZUO VSD","U4/","WOMEN","1000117008",10,8000395707,7748,14,4.067,"2018-01-12",60,1115.3,4896.3,75.6,331.9,126,616.1,1
"0044-A","7000088777","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",20,8000361765,1295,19,13.28,"2018-01-02",55,323.5,679.3,71.6,150.4,133,293.9,1
"0044-A","7000088777","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",20,8000361765,1295,19,13.28,"2018-01-03",55,24.6,703.9,5.4,155.8,10.1,304,1
"0044-A","7000088777","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",20,8000361765,1295,19,13.28,"2018-01-03",60,527.8,1231.7,116.8,272.6,198.9,502.9,1
"0044-A","7000088777","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",20,8000361765,1295,19,13.28,"2018-01-04",60,63.3,1295,14,286.6,23.8,526.7,1
"0044-A","7000084209","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",10,8000361766,514,19,13.28,"2018-01-04",60,490.5,490.5,108.6,108.6,184.8,184.8,1
"0044-A","7000084209","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070908",10,8000361766,514,19,13.28,"2018-01-05",60,23.5,514,5.2,113.8,8.8,193.7,1
"0044-A","7000088886","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070902",10,8000361767,888,19,13.28,"2018-01-05",60,429.5,429.5,95.1,95.1,161.8,161.8,1
"0044-A","7000088886","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070902",10,8000361767,888,19,13.28,"2018-01-06",60,453.8,883.3,100.4,195.5,171,332.8,1
"0044-A","7000088886","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070902",10,8000361767,888,19,13.28,"2018-01-08",60,4.7,888,1,196.5,1.8,334.6,1
"0044-A","7000084210","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070911",10,8000373527,406,19,13.28,"2018-01-08",60,406,406,89.9,89.9,153,153,1
"0044-A","7000088778","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070911",20,8000373528,1089,19,13.28,"2018-01-08",60,142.3,142.3,31.5,31.5,53.6,53.6,1
"0044-A","7000088778","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070911",20,8000373528,1089,19,13.28,"2018-01-09",60,554.6,696.9,122.8,154.2,209,262.6,1
"0044-A","7000088778","100262","(CPP)WM-WR AS SCP TNKI SLD","F5/LE CORE - WOMENS SWIM","WOMEN","D000070911",20,8000373528,1089,19,13.28,"2018-01-10",60,392.1,1089,86.8,241,147.7,410.4,1
"0044-A","7000088887","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070903",10,8000373529,742,19,13.28,"2018-01-10",60,60.9,60.9,13.5,13.5,22.9,22.9,1
"0044-A","7000088887","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070903",10,8000373529,742,19,13.28,"2018-01-11",60,554.6,615.5,122.8,136.2,209,231.9,1
"0044-A","7000088887","100262","(CPP)WM-WR AS SCP TNKI MSTP","F5/LE CORE - WOMENS SWIM","WOMEN","D000070903",10,8000373529,742,19,13.28,"2018-01-12",60,126.5,742,28,164.2,47.7,279.6,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372523,3032,15,8.739,"2018-01-02",60,314.3,2229.8,45.8,324.8,76.3,541.3,1
"0047-A","7000128343","100015","177010 RIB LACEUP SID CHEKST 2ZUO SD VSS","90/","WOMEN","1000110792",50,8000373530,2409,15,8.739,"2018-01-02",60,117.3,117.3,17.1,17.1,28.5,28.5,1
"0047-A","7000128343","100015","177010 RIB LACEUP SID CHEKST 2ZUO SD VSS","90/","WOMEN","1000110792",50,8000373530,2409,15,8.739,"2018-01-03",60,679.7,797,99,116.1,165,193.5,1
"0047-A","7000128343","100015","177010 RIB LACEUP SID CHEKST 2ZUO SD VSS","90/","WOMEN","1000110792",50,8000373530,2409,15,8.739,"2018-01-04",60,679.7,1476.7,99,215.1,165,358.5,1
"0047-A","7000128343","100015","177010 RIB LACEUP SID CHEKST 2ZUO SD VSS","90/","WOMEN","1000110792",50,8000373530,2409,15,8.739,"2018-01-05",60,556.1,2032.8,81,296.1,135,493.5,1
"0047-A","7000128343","100015","177010 RIB LACEUP SID CHEKST 2ZUO SD VSS","90/","WOMEN","1000110792",50,8000373530,2409,15,8.739,"2018-01-06",60,376.2,2409,54.8,350.9,91.3,584.8,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372522,2328,15,8.739,"2018-01-06",60,178.9,178.9,26.1,26.1,43.4,43.4,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372522,2328,15,8.739,"2018-01-08",60,679.7,858.6,99,125.1,165,208.4,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372522,2328,15,8.739,"2018-01-09",60,679.7,1538.3,99,224.1,165,373.4,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372522,2328,15,8.739,"2018-01-10",60,556.1,2094.5,81,305.1,135,508.4,1
"0047-A","7000113668","100018","(F/IHS)177010 RIB LACEUP SIDE CHEKSTR-SD","U4/","WOMEN","D000071865",50,8000372522,2328,15,8.739,"2018-01-11",60,233.5,2328,34,339.1,56.7,565.1,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-02",60,354.1,1922.2,63,342,105,570,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-03",60,300.7,2223,53.5,395.5,89.2,659.2,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-03",65,277,2500,49.3,444.8,75.8,735,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-04",65,602.8,3102.8,107.2,552,165,900,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-05",65,493.2,3596,87.8,639.8,135,1035,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-06",65,493.2,4089.2,87.8,727.5,135,1170,1
"0050-A","7000129824","100018","175105 STRAPPY SIDE BIKI 093 SD 2ZUO VSD","U4/","WOMEN","1000110849",50,8000361774,5461,15,10.675,"2018-01-08",65,104.4,4193.6,18.6,746.1,28.6,1198.6,1
"0050-A","7000129822","100018","175105 STRAPPY SIDE BIKI 4UB PR 3XLX VSD","U4/","WOMEN","1000110849",30,8000364025,2507,15,10.675,"2018-01-08",60,416.5,416.5,74.1,74.1,123.5,123.5,1
"0050-A","7000129822","100018","175105 STRAPPY SIDE BIKI 4UB PR 3XLX VSD","U4/","WOMEN","1000110849",30,8000364025,2507,15,10.675,"2018-01-09",60,556.4,972.9,99,173.1,165,288.5,1
"0050-A","7000129822","100018","175105 STRAPPY SIDE BIKI 4UB PR 3XLX VSD","U4/","WOMEN","1000110849",30,8000364025,2507,15,10.675,"2018-01-10",60,455.3,1428.2,81,254.1,135,423.5,1
"0050-A","7000129822","100018","175105 STRAPPY SIDE BIKI 4UB PR 3XLX VSD","U4/","WOMEN","1000110849",30,8000364025,2507,15,10.675,"2018-01-11",60,556.4,1984.6,99,353.1,165,588.5,1
"0050-A","7000129822","100018","175105 STRAPPY SIDE BIKI 4UB PR 3XLX VSD","U4/","WOMEN","1000110849",30,8000364025,2507,15,10.675,"2018-01-12",60,455.3,2439.9,81,434.1,135,723.5,1
"0061-A","7000129796","100018","172754 RUFL EDG MINIBIKI S25 SD 3UMS VSD","U4/","WOMEN","1000110840",40,8000361775,3004,16,6.02,"2018-01-02",60,669.8,1268.7,67.2,127.3,112,212.2,1
"0061-A","7000129796","100018","172754 RUFL EDG MINIBIKI S25 SD 3UMS VSD","U4/","WOMEN","1000110840",40,8000361775,3004,16,6.02,"2018-01-03",60,861.1,2129.9,86.4,213.7,144,356.2,1
"0061-A","7000129796","100018","172754 RUFL EDG MINIBIKI S25 SD 3UMS VSD","U4/","WOMEN","1000110840",40,8000361775,3004,16,6.02,"2018-01-04",60,874.1,3004,87.7,301.4,146.2,502.3,1
"0061-A","7000129796","100018","172754 RUFL EDG MINIBIKI S25 SD 3UMS VSD","U4/","WOMEN","1000117011",10,8000396562,1177,16,6.02,"2018-01-05",60,861.1,861.1,86.4,86.4,144,144,1
"0061-A","7000129796","100018","172754 RUFL EDG MINIBIKI S25 SD 3UMS VSD","U4/","WOMEN","1000117011",10,8000396562,1177,16,6.02,"2018-01-08",60,315.9,1177,31.7,118.1,52.8,196.8,1
"0061-A","7000136025","100015","172754 RUFL EDGE MINI BIKINI 3UNY SD VSS","90/","WOMEN","1000117118",20,8000396563,1149,16,6.118,"2018-01-08",60,535,535,54.5,54.5,90.9,90.9,1
"0061-A","7000136025","100015","172754 RUFL EDGE MINI BIKINI 3UNY SD VSS","90/","WOMEN","1000117118",20,8000396563,1149,16,6.118,"2018-01-09",60,614,1149,62.6,117.2,104.3,195.3,1
"0061-A","7000128341","100015","172754 RUFFLE EDGE MINI BIKI 3X2I SD VSS","90/","WOMEN","1000117118",10,8000396564,4582,16,6.118,"2018-01-09",60,231.8,231.8,23.6,23.6,39.4,39.4,1
"0061-A","7000128341","100015","172754 RUFFLE EDGE MINI BIKI 3X2I SD VSS","90/","WOMEN","1000117118",10,8000396564,4582,16,6.118,"2018-01-10",60,847.3,1079.1,86.4,110,144,183.4,1
